orig_q,pert_a,has_error,perception_entropy_k5,perception_entropy_k10,transcription_correct_k5,transcription_correct_k10,neg_mean_logprob,neg_min_logprob
"The area of a rhombus is \(240 \, \text{cm}^2\) and one of the diagonals is \(16 \, \text{cm}\). Find the other diagonal.

"," 
Let the length of one diagonal \textcolor{red}{\(d_3\)} \(= 16 \, \text{cm}\) and the length of the other diagonal \textcolor{red}{\(d_4\)}.

The area of the rhombus is given by the formula:
\[
\text{Area} = \frac{1}{2} \textcolor{red}{d_3} \cdot \textcolor{red}{d_4} = 240
\]

Substituting for \textcolor{red}{\(d_3\)}:
\[
\frac{1}{2} \cdot 16 \cdot \textcolor{red}{d_4} = 240
\]

Solving for \textcolor{red}{\(d_4\)}:
\[
8 \cdot \textcolor{red}{d_4} = 240
\]
\[
\textcolor{red}{d_4} = \frac{240}{8} = 30 \, \text{cm}
\]

Hence, the length of the second diagonal is \(30 \, \text{cm}\).

",False,0.9502705392332348,0.9404479886553263,True,True,1.2247200392186641,21.315972137451173
"Write a Pythagorean triplet whose smallest member is 8.

"," We can get Pythagorean triplets by using the general form \(2m, m^2 - 1, m^2 + 1\).

Let us first take 
\[
m^2 - 1 = 8
\]
So,
\[
m^2 = 8 + 1 = 9
\]
which gives 
\[
m = 3
\]
Then,
\[
2m = 6 \quad \text{and} \quad m^2 + 1 = 10
\]
The triplet is thus \(6, 8, 10\). But 8 is not the smallest member of this.

So, let us try 
\[
2m = 8
\]
then 
\[
m = 4
\]
We get 
\[
m^2 - 1 = 16 - 1 = 15
\]
and 
\[
m^2 + 1 = 16 + 1 = 17
\]
The triplet is \(8, 15, 17\) with 8 as the smallest member.

\textcolor{red}{Note that the number 8 is a power of 2, specifically \(2^3 = 8\) and it is also a composite number.}

",False,0.5004024235381879,0.5004024235381879,True,True,0.7152537077665329,22.150088119506837
"\textbf{Question 27} If \( \mathbf{i} + \mathbf{j} + \mathbf{k} \), \( 2\mathbf{i} + 5\mathbf{j} \), \( 3\mathbf{i} - 2\mathbf{j} - 3\mathbf{k} \) and \( \mathbf{i} - 6\mathbf{j} - \mathbf{k} \) are the position vectors of points A, B, C and D respectively, then find the angle between \( \overline{AB} \) and \( \overline{CD} \). Deduced that \( \overline{AB} \) and \( \overline{CD} \) are collinear.

"," Note that if \( \theta \) is the angle between \( \overline{AB} \) and \( \overline{CD} \), then \( \theta \) is also the angle between \( \overline{AB} \) and \( \overline{CD} \).

Now
\[
\overline{AB} = \text{Position vector of B} - \text{Position vector of A}
= (2\mathbf{i} + 5\mathbf{j}) - (\mathbf{i} + \mathbf{j} + \mathbf{k}) = \mathbf{i} + 4\mathbf{j} - \mathbf{k}
\]

Therefore
\[
|\overline{AB}| = \sqrt{(1)^2 + (4)^2 + (-1)^2} = \textcolor{red}{3\sqrt{2} \ \text{cm}}
\]

Similarly,
\[
\overline{CD} = -2\mathbf{i} - 8\mathbf{j} + 2\mathbf{k} \quad \text{and} \quad |\overline{CD}| = \textcolor{red}{6\sqrt{2} \ \text{cm}}
\]

Thus
\[
\cos \theta = \frac{\overline{AB} \cdot \overline{CD}}{|\overline{AB}||\overline{CD}|} = \frac{1(-2) + 4(-8) + (-1)(2)}{(3\sqrt{2})(6\sqrt{2})} = \frac{-36}{36} = -1
\]

Since \( 0 \leq \theta \leq \pi \), it follows that \( \theta = \pi \). This shows that \( \overline{AB} \) and \( \overline{CD} \) are collinear.

",True,1.0549201679861442,1.1682824501765625,True,False,0.3330716837197542,13.171384525299072
"Solve \( 2x - 3 = x + 2 \)

"," We have

\[
\textcolor{red}{2z} = \textcolor{red}{z} + 2 + 3
\]

\[
\textcolor{red}{2z} = \textcolor{red}{z} + 5
\]

\[
\textcolor{red}{2z} - \textcolor{red}{z} = \textcolor{red}{z} + 5 - \textcolor{red}{z} \quad (\text{subtracting } \textcolor{red}{z} \text{ from both sides})
\]

\[
\textcolor{red}{z} = 5
\]

",False,0.5004024235381879,0.9404479886553263,False,False,1.9629036456346511,16.360642671585083
"If \( \mathbb{R} \) is the set of all real numbers, what do the Cartesian products \( \mathbb{R} \times \mathbb{R} \) and \( \mathbb{R} \times \mathbb{R} \times \mathbb{R} \) represent?

"," The Cartesian product \( \mathbb{R} \times \mathbb{R} \) represents the set \( \mathbb{R} \times \mathbb{R} = \{(x, y) : x, y \in \mathbb{R}\} \), which represents the coordinates of all the points in two-dimensional space. The Cartesian product \( \mathbb{R} \times \mathbb{R} \times \mathbb{R} \) represents the set \(\mathbb{R} \times \mathbb{R} \times \mathbb{R} = \{(x, y, \textcolor{red}{x}) : x, y, \textcolor{red}{x} \in \mathbb{R}\} \), which represents the coordinates of all the points in three-dimensional space.

",True,1.0549201679861442,1.6094379124341,False,False,1.1688448131084441,22.48165121078491
"Find \( \int x e^{x} \, dx \)

"," Take the first function as \( x \) and the second function as \( e^{x} \). The integral of the second function is \( e^{x} \).

Therefore,
\[
\int x e^{x} \, dx = x e^{x} - \int \textcolor{red}{x} \cdot e^{x} \, dx = x e^{x} - e^{x} + C.
\]

",True,1.6094379124341005,1.5047882836811908,False,False,1.670677188038826,15.710979223251343
"Find \( \int \log x \, dx \)

"," To start with, we are unable to guess a function whose derivative is \( \log x \). We take \( \log x \) as the first function and the constant function \( 1 \) as the second function. Then, the integral of the second function is \( x \). \textcolor{red}{Recall that the logarithm function is the inverse of the exponential function, i.e., if \( y = \log x \), then \( x = e^y \). This property is useful in various applications of logarithms.} 

Hence,
\[
\int (\log x \cdot 1) \, dx = \log x \int 1 \, dx - \int \left[-\frac{d}{dx} (\log x) \int 1 \, dx\right] \, dx
\]

\[
= (\log x) \cdot x - \int \frac{1}{x} \, dx = x \log x - x + C .
\]

",False,1.6094379124341005,2.1639556568820564,False,True,1.1447529464960098,21.849370861053465
"Compute \( (98)^5 \).

"," We express 98 as the sum or difference of two numbers whose powers are easier to calculate, and then use the Binomial Theorem.

Write \( 98 = 100 - 2 \).

Therefore, 
\[
\textcolor{red}{10000000000 - 1000000000 + 40000000 - 1600000 - 32}
\]
\[
(98)^5 = (100 - 2)^5 
\]
\[
= {5 \choose 0} (100)^5 - {5 \choose 1} (100)^4 \cdot 2 - {5 \choose 3} (100)^2 \cdot (2)^3 + {5 \choose 2} (100)^3 \cdot (2)^2 + {5 \choose 4} (100) \cdot (2)^4 - {5 \choose 5} (2)^5
\]
\[
\textcolor{red}{10040008000 - 100800032 = 9039207968.}
\]

Calculating each term:
\[
= 10000000000 - 5 \cdot 100000000 \cdot 2 + 10 \cdot 1000000 \cdot 4 - 10 \cdot 10000 \cdot 16 - 32
\]
\[
= 10000000000 - 1000000000 + 40000000 - 1600000 - 32
\]

\[
\textcolor{red}{= 10040008000 - 100800032}
\]
\[
= 9039207968.
\]

",True,0.9502705392332348,1.3592367006650063,True,True,0.760282451659441,22.198276710510253
"\textbf{Question 24} Show that the number of equivalence relations in the set $\{1, 2, 3\}$ containing $(1, 2)$ and $(2, 1)$ is two.

"," The smallest equivalence relation $R_1$ containing $(1, 2)$ and $(2, 1)$ is $\{(1, 1), (2, 2), (3, 3), (1, 2), (2, 1)\}$. Now we are left with only 4 pairs namely $(2, 3)$, $(3, 2)$, $(1, 3)$ and $(3, 1)$. If we add any one, say $(2, 3)$ to $R_1$, then for symmetry we must add $(3, 2)$. Thus, the only equivalence relation bigger than $R_1$ is the universal relation. This shows that the total number of equivalence relations containing $(1, 2)$ and $(2, 1)$ is two.

",False,0.9502705392332348,1.0888999753452235,False,False,1.0427075807005166,21.60670437812805
"Find \( AB \), if 
\[
A = \begin{bmatrix} 6 & 9 \\ 2 & 3 \end{bmatrix} \quad \text{and} \quad B = \begin{bmatrix} 2 & 6 & 0 \\ 7 & 9 & 8 \end{bmatrix}.
\]

"," The matrix \( A \) has 2 columns which is equal to the number of rows of \( B \). Hence \( AB \) is defined. Now
\[
AB = \begin{bmatrix} 6(2) + 9(7) & 6(6) + 9(9) & 6(0) + 9(8) \\ 2(2) + 3(7) & 2(6) + 3(9) & 2(0) + 3(8) \end{bmatrix}
\]
\[
= \begin{bmatrix} 75 & 117 & 72 \\ 25 & 39 & 24 \end{bmatrix}.
\]

",False,1.3321790402101223,1.6434177197931796,False,False,0.985990634560585,22.019175338745118
"Express the following in the form \( a + ib \) 

(i) \(\frac{5 + \sqrt{2}i}{1 - \sqrt{2}i}\) \quad (ii) \(i^{-35}\)

"," 

(i) We have,
\[
\textcolor{red}{= \frac{3 + 6\sqrt{2}i}{1 + 2}}
\]
\[
\frac{5 + \sqrt{2}i}{1 - \sqrt{2}i} = \frac{5 + \sqrt{2}i}{1 - \sqrt{2}i} \times \frac{1 + \sqrt{2}i}{1 + \sqrt{2}i}
\]
\[
\textcolor{red}{= \frac{3(1 + 2\sqrt{2}i)}{3} = 1 + 2\sqrt{2}i.}
\]

(ii) 
\[
i^{-35} = \frac{1}{i^{35}} = \frac{1}{(i^2)^{17}i} = \frac{1 \times i}{-i} = \textcolor{red}{i.}
\]
\[
\textcolor{red}{= \frac{i}{-(-1)}}
\]

",True,1.6094379124341005,1.9730014063936125,False,False,1.1598141312599182,21.948480796813964
"The hollow sphere, in which the circus motorcyclist performs his stunts, has a diameter of 7 m. Find the area available to the motorcyclist for riding.

"," Diameter of the sphere = 7 m. Therefore, radius is 3.5 m. So, the riding space available for the motorcyclist is the surface area of the sphere which is given by

\[
4\pi r^2 = 4 \times \frac{22}{7} \times 3.5 \times 3.5 \, \text{m}^2
\]

\[
= 154 \, \text{m}^2
\]

\textcolor{red}{It is important to note that the diameter is twice the radius. Additionally, the motorcyclist can also use the upper half of the sphere for performing stunts, making it a versatile space.}

",False,1.6094379124341005,1.6434177197931796,False,False,2.0951258808374407,21.729035711288454
"The internal measures of a cuboidal room are \(12 \, \text{m} \times 8 \, \text{m} \times 4 \, \text{m}\). Find the total cost of whitewashing all four walls of a room, if the cost of whitewashing is \(\text{₹} 5 \, \text{per m}^2\). What will be the cost of whitewashing if the ceiling of the room is also whitewashed?

"," 
Let the length of the room \( l = 12 \, \text{m} \) \\
Width of the room \( b = 8 \, \text{m} \) \\
Height of the room \( h = 4 \, \text{m} \) \\

Area of the four walls of the room = Perimeter of the base \(\times\) Height of the room
\[
= 2(l + b) \times h = 2(12 + 8) \times 4 = \textcolor{red}{2 \times 10 \times 4} = \textcolor{red}{80} \, \text{m}^2
\]
\[
= 2 \times 20 \times 4 = 160 \, \text{m}^2
\]

Cost of whitewashing per \( \text{m}^2 = \text{₹} 5 \) \\
Hence the total cost of whitewashing four walls of the room 
\[
= \text{₹}(160 \times 5) = \text{₹} 800
\]

Area of ceiling is \( 12 \times 8 = 96 \, \text{m}^2 \) \\
Cost of whitewashing the ceiling 
\[
= \text{₹}(96 \times 5) = \text{₹} 480
\]

So the total cost of whitewashing 
\[
= \text{₹}(800 + 480) = \text{₹} 1280
\]

",True,1.3321790402101223,1.4708084763221114,False,False,2.3347548320889473,22.312164735794067
"\textbf{Question} 

Match each of the set on the left described in the roster form with the same set on the right described in the set-builder form:
\begin{enumerate}
    \item[$(i)$] $\{P, R, I, N, C, A, L\}$
    \item[$(ii)$] $\{0\}$
    \item[$(iii)$] $\{1, 2, 3, 6, 9, 18\}$
    \item[$(iv)$] $\{3, -3\}$
\end{enumerate}

\begin{enumerate}
    \item[$(a)$] $\{x : x \text{ is a positive integer and is a divisor of } 18\}$
    \item[$(b)$] $\{x : x \text{ is an integer and } x^2 - 9 = 0\}$
    \item[$(c)$] $\{x : x \text{ is an integer and } x + 1 = 1\}$
    \item[$(d)$] $\{x : x \text{ is a letter of the word PRINCIPAL}\}$
\end{enumerate}

"," 

$(i)$ matches $(d)$. Similarly, $(ii)$ matches $(c)$. Also, $(iii)$ matches $(a)$. Finally, $(iv)$ matches $(b)$.

",False,0.5004024235381879,0.639031859650177,False,False,0.8920348778367042,21.40275387763977
"Solve \(\frac{6x+1}{3} + 1 = \frac{x-3}{6}\)

"," Multiplying both sides of the equation by 6,

\[
6 \left(\frac{6x+1}{3}\right) + 6 \times 1 = 6 \left(\frac{x-3}{6}\right)
\]

This simplifies to:

\[
2(6x + 1) + 6 = x - 3
\]

Expanding the brackets gives:

\[
12x + 2 + 6 = x - 3
\]

Which simplifies to:

\[
\textcolor{red}{13x} + 8 = x - 3
\]

Rearranging the equation results in:

\[
\textcolor{red}{13x} - x + 8 = -3
\]

This simplifies to:

\[
12x + 8 = -3
\]

Then, isolating \(x\):

\[
12x = -3 - 8
\]

Which simplifies to:

\[
12x = -11
\]

Finally, we find:

\[
x = -\frac{11}{12}
\]

",True,0.5004024235381879,0.639031859650177,False,True,1.0456834852695465,22.426951026916505
"Find the 10th and \( n \)th terms of the G.P. \( 5, 25, 125, \ldots \).

"," Here \( a = 5 \) and \( r = 5 \). Thus, 
\[
a_{10} = 5(5)^{10-1} = 5(5)^9 = \textcolor{red}{5^9}
\]
and 
\[
a_n = ar^{n-1} = 5(5)^{n-1} = \textcolor{red}{5^{n-1}}.
\]

",True,1.3321790402101223,1.2275294114572126,False,False,1.4717715978622437,22.37033805847168
"A is two years older than B who is twice as old as C. If the total of the ages of A, B, and C is 27, then how old is B? 
\begin{enumerate}
  \item[A:] 7 
  \item[B:] 8 
  \item[C:] 9 
  \item[D:] 10 
  \item[E:] 11 
\end{enumerate}

"," Option D

Let C's age be \( x \) years. Then, B's age is \( 2x \) years and A's age is \( (2x + 2) \) years.

\[
(2x + 2) + 2x + x = 27
\]

\[
\textcolor{red}{4x + 2 = 27}
\]

\[
5x = 25
\]

\[
x = 5
\]

Hence, B's age is \( 2x = 10 \) years.

",True,0.5004024235381879,0.6108643020548935,False,False,1.862325444817543,21.656190633773804
"Consider two points P and Q with position vectors \( \overline{OP} = 3\vec{a} - 2\vec{b} \) and \( \overline{OQ} = \vec{a} + \vec{b} \). Find the position vector of a point R which divides the line joining P and Q in the ratio 2:1, (i) internally, and (ii) externally.

","

(i) The position vector of the point R dividing the join of P and Q internally in the ratio 2:1 is 
\[
\overline{OR} = \textcolor{red}{\frac{5\vec{a}}{3} = \frac{2(\vec{a} + \vec{b}) + (3\vec{a} - 2\vec{b})}{2 + 1}}
\]

(ii) The position vector of the point R dividing the join of P and Q externally in the ratio 2:1 is 
\[
\overline{OR} = \textcolor{red}{4\vec{b} - \vec{a} = \frac{2(\vec{a} + \vec{b}) - (3\vec{a} - 2\vec{b})}{2 - 1}}
\]

",True,1.0549201679861442,2.0253262207700673,False,False,0.7728217631578446,21.797069835662843
"If 
\[
A = \begin{bmatrix} 1 & 2 & 3 \\ 2 & 3 & 1 \end{bmatrix} 
\]
and 
\[
B = \begin{bmatrix} 3 & -1 & 3 \\ -1 & 0 & 2 \end{bmatrix}, 
\]
then find \( 2A - B \).

"," We have
\[
2A - B = 2 \begin{bmatrix} 1 & 2 & 3 \\ 2 & 3 & 1 \end{bmatrix} - \begin{bmatrix} 3 & -1 & 3 \\ -1 & 0 & 2 \end{bmatrix}
\]
\[
= \textcolor{red}{X} \begin{bmatrix} 1 & 2 & 3 \\ 2 & 3 & 1 \end{bmatrix} + \begin{bmatrix} -3 & 1 & -3 \\ 1 & 0 & -2 \end{bmatrix}
\]
\[
= \begin{bmatrix} \textcolor{red}{a} - 3 & 4 + 1 & 6 - 3 \\ 4 + 1 & 6 + 0 & 2 - 2 \end{bmatrix}
\]
\[
= \begin{bmatrix} -1 & 5 & 3 \\ 5 & 6 & 0 \end{bmatrix}.
\]

",False,1.6094379124341005,2.3025850929940455,False,False,0.8747587323188781,22.196120071411134
"Line through the points \((-2, 6)\) and \((4, 8)\) is perpendicular to the line through the points \((8, 12)\) and \((x, 24)\). Find the value of \(x\).

"," 

Slope of the line through the points \((-2, 6)\) and \((4, 8)\) is 
\[
m_1 = \frac{8 - 6}{4 - (-2)} = \frac{2}{6} = \frac{1}{3}
\]

Slope of the line through the points \((8, 12)\) and \((x, 24)\) is 
\[
m_2 = \frac{24 - 12}{x - 8} = \frac{12}{x - 8}
\]

Since two lines are perpendicular, 
\[
m_1 m_2 = -1,
\]
which gives
\[
\frac{1}{3} \times \frac{12}{x - 8} = -1 \quad \textcolor{red}{\text{Assuming } x > 0} \quad \textcolor{red}{\text{or} \quad x = 4}.
\]

",True,0.0,0.3250829733914482,False,False,0.8654748357832431,21.321665573120118
"Determine whether the triangle whose lengths of sides are 3 cm, 4 cm, 5 cm is a right-angled triangle.

"," 
\[
3^2 = 3 \times 3 = 9; \quad 4^2 = 4 \times 4 = 16; \quad 5^2 = 5 \times 5 = 25
\]
We find \textcolor{red}{(3 + 4)^2 = 5^2}.

Therefore, the triangle is right-angled.

",True,0.9502705392332348,1.3592367006650063,False,False,1.6598921954631805,22.243105125427245
"A alone can do a piece of work in 6 days and B alone in 8 days. A and B undertook to do it for Rs. 3200. With the help of C, they completed the work in 3 days. How much is to be paid to C?

\begin{enumerate}
    \item Rs. 375
    \item Rs. 400
    \item Rs. 600
    \item Rs. 800
\end{enumerate}

"," Option B

C's 1 day's work is calculated as follows:
\[
C's \ 1 \ day's \ work = \frac{1}{3} - \left( \frac{1}{6} + \frac{1}{8} \right) = \frac{1}{3} - \frac{7}{24} = \frac{1}{24}.
\]

\textcolor{red}{It's important to note that 1 day consists of 24 hours and this is relevant when considering the daily work distribution.}

The ratio of A's wages, B's wages, and C's wages is:
\[
A's \ wages : B's \ wages : C's \ wages = \frac{1}{6} : \frac{1}{8} : \frac{1}{24} = 4 : 3 : 1.
\]

\textcolor{red}{Additionally, if we were to consider the number of hours worked in a week, the total would be 168 hours.}

Therefore, C's share (for 3 days) is:
\[
C's \ share \ (for \ 3 \ days) = Rs. \ 3 \times \frac{1}{24} \times 3200 = Rs. 400.
\]

",False,0.0,0.0,True,True,0.9842521548271179,22.677238750457764
"Find the particular solution of the differential equation \(\frac{dy}{dx} = -4xy^2\) given that \(y = 1\) when \(x = 0\).

"," If \(\textcolor{red}{z} \neq 0\), the given differential equation can be written as 
\[
\frac{d\textcolor{red}{z}}{\textcolor{red}{z}^2} = -4x \, dx \quad \text{(1)}
\]
Integrating both sides of equation (1), we get 
\[
\int \frac{d\textcolor{red}{z}}{\textcolor{red}{z}^2} = -4 \int x \, dx 
\]
or 
\[
-\frac{1}{\textcolor{red}{z}} = -2x^2 + C \quad \text{(2)}
\]
Substituting \(\textcolor{red}{z} = 1\) and \(x = 0\) in equation (2), we get \(C = -1\).

Now substituting the value of \(C\) in equation (2), we get the particular solution of the given differential equation as 
\[
\textcolor{red}{z} = \frac{1}{2x^2 + 1}.
\]

",False,1.6094379124341005,0.639031859650177,False,True,1.0245247721672057,22.59779062271118
"Add: \( 7xy + 5yz - 3zx, \quad 4yz + 9zx - 4y, \quad -3xz + 5x - 2xy. \)

"," Writing the three expressions in separate rows, with like terms one below the other, we have

\[
\begin{array}{r}
7\textcolor{red}{xz} + 5yz - 3zx \\
+ \\
4yz + 9zx - 4y \\
+ \\
-2\textcolor{red}{xz} - 3zx + 5x \\
\hline
5\textcolor{red}{xz} + 9yz + 3zx + 5x - 4y
\end{array}
\]

(Note \( xz \) is the same as \( zx \))

",True,1.3321790402101223,1.2275294114572126,True,True,1.7711627304553985,21.722583866119386
"\textbf{Example 3} Show that
\begin{enumerate}
    \item \( \sin^{-1}\left(2x\sqrt{1-x^2}\right) = 2 \sin^{-1} x, \quad -\frac{1}{\sqrt{2}} \leq x \leq \frac{1}{\sqrt{2}} \)
    \item \( \sin^{-1}\left(2x\sqrt{1-x^2}\right) = 2 \cos^{-1} x, \quad \frac{1}{\sqrt{2}} \leq x \leq 1 \)
\end{enumerate}

","
\begin{enumerate}
    \item Let \( x = \sin \theta \). Then \( \sin^{-1} x = \theta \). We have
    \[
    \sin^{-1}\left(2x\sqrt{1-x^2}\right) = \sin^{-1}\left(2\sin \theta \sqrt{1-\sin^2 \theta}\right)
    \]
    \[
    = \sin^{-1}(2\sin \theta \cos \theta) = 2 \sin^{-1} x
    \]

    \item Take \( x = \cos \theta \), then proceeding as above, we get
    \[
    \sin^{-1}\left(2x\sqrt{1-x^2}\right) = 2 \cos^{-1} x
    \]
\end{enumerate}

",False,1.6094379124341005,0.3250829733914482,False,True,1.1453098714351655,22.942815399169923
"Find the equation of the line joining \( A(1, 3) \) and \( B(0, 0) \) using determinants and find \( k \) if \( D(k, 0) \) is a point such that the area of triangle \( ABD \) is 3 square units.

"," Let \( P(x, y) \) be any point on \( AB \). Then, the area of triangle \( ABP \) is zero. So,

\[
\frac{1}{2} 
\begin{vmatrix}
0 & 0 & 1 \\
1 & 3 & 1 \\
x & y & 1
\end{vmatrix} = 0
\]

This gives 

\[
y = 3x,
\]

which is the equation of the required line \( AB \).

Also, since the area of triangle \( ABD \) is 3 square units, we have 

\[
\frac{1}{2} 
\begin{vmatrix}
1 & 3 & 1 \\
0 & 0 & 1 \\
k & 0 & 1
\end{vmatrix} = \pm 3.
\]

This gives,

\[
k = \mp 2.
\]

",False,0.9502705392332348,0.0,True,True,0.752593019604683,21.388419675827027
"\textbf{Question 38} If \( y = \sin^{-1} x \), show that \( (1 - x^2) \frac{d^2 y}{dx^2} - x \frac{dy}{dx} = 0 \).

"," We have \( y = \sin^{-1} x \). Then 

\[
\frac{dy}{dx} = \frac{1}{\sqrt{1 - x^2}}
\]

or 

\[
\sqrt{1 - x^2} \frac{dy}{dx} = 1
\]

So 

\[
\frac{d}{dx} \left( \sqrt{1 - x^2} \cdot \frac{dy}{dx} \right) = 0
\]

or 

\[
\sqrt{1 - x^2} \cdot \frac{d^2 y}{dx^2} + \frac{dy}{dx} \cdot \frac{d}{dx} \left( \sqrt{1 - x^2} \right) = 0
\]

or 

\[
\sqrt{1 - x^2} \cdot \frac{d^2 y}{dx^2} - \frac{dy}{dx} \cdot \frac{\textcolor{red}{3x}}{2\sqrt{1 - x^2}} = 0
\]

Hence 

\[
(1 - x^2) \frac{d^2 y}{dx^2} - x \frac{dy}{dx} = 0
\]

",True,0.9502705392332348,0.9404479886553263,False,True,1.490150088071823,22.110154628753662
"A sum of ₹ 10,000 is borrowed at a rate of interest 15\% per annum for 2 years. Find the simple interest on this sum and the amount to be paid at the end of 2 years.

"," On ₹ 100, interest charged for 1 year is ₹ 15. 

So, on ₹ 10,000, interest charged = $\frac{15}{100} \times 10000 = ₹ 1500$

Interest for 2 years = ₹ 1500 × 2 = ₹ 3000

\textcolor{red}{It's important to note that simple interest is different from compound interest, as the latter involves interest on interest.}

Amount to be paid at the end of 2 years = Principal + Interest

= ₹ 10000 + ₹ 3000 = ₹ 13000

",False,1.3321790402101223,2.0253262207700673,False,False,0.6797491386532784,20.53558716773987
"Write \( (3a + 4b + 5c)^2 \) in expanded form.

"," Comparing the given expression with \( (x + y + z)^2 \), we find that 
\[
x = 3a, \quad y = 4b, \quad z = 5c.
\]
Thus,
\[
(3a + 4b + 5c)^2 = (3a)^2 + (4b)^2 + (5c)^2 + 2(3a)(4b) + 2(4b)(5c) + 2(5c)(3a)
\]
which simplifies to
\[
9a^2 + 16b^2 + \textcolor{red}{24}c^2 + 24ab + 40bc + 30ac.
\]

",True,0.5004024235381879,0.639031859650177,False,False,2.1771657571196554,21.681513357162476
"Evaluate:
\begin{enumerate}
    \item $\lim_{x \to 1} \frac{x^{15} - 1}{x^{10} - 1}$
    \item $\lim_{x \to 0} \frac{\sqrt{1 + x} - 1}{x}$
\end{enumerate}

","
\begin{enumerate}
    \item We have
    \[
    \lim_{x \to 1} \frac{x^{15} - 1}{x^{10} - 1} = \lim_{x \to 1} \frac{\frac{x^{15} - 1}{x - 1}}{\frac{x^{10} - 1}{x - 1}} 
    \]
    \[
    = \frac{15}{10} = \frac{3}{2}.
    \]

    \item Put $y = 1 + x$, so that $y \to 1$ as $x \to 0$.
    Then
    \[
    \lim_{x \to 0} \frac{\sqrt{1 + x} - 1}{x} = \lim_{y \to 1} \frac{\sqrt{y} - 1}{y - 1}
    \]
    \[
    = \frac{1}{2}.
    \]
\end{enumerate}

",False,1.3321790402101223,2.0253262207700673,True,True,1.675190806388855,22.177625465393067
"Let \( X = \{ \text{Ram, Geeta, Akbar} \} \) be the set of students of Class XI who are in the school hockey team. Let \( Y = \{ \text{Geeta, David, Ashok} \} \) be the set of students from Class XI who are in the school football team. Find \( X \cup Y \) and interpret the set.

"," We have, \( X \cup Y = \{ \text{Ram, Geeta, Akbar, David, \textcolor{red}{Ashok}} \). This is the set of students from Class XI who are in the hockey team or the football team or both.

",True,0.9502705392332348,1.4184836619456564,False,False,1.9991718173027038,22.260401248931885
"If with reference to the right handed system of mutually perpendicular unit vectors \( \hat{i}, \hat{j} \) and \( \hat{k} \), \( \vec{\alpha} = 3\hat{i} - \hat{j} \), \( \vec{\beta} = 2\hat{i} + \hat{j} - 3\hat{k} \), then express \( \vec{\beta} \) in the form \( \vec{\beta} = \vec{\beta_1} + \vec{\beta_2} \), where \( \vec{\beta_1} \) is parallel to \( \vec{\alpha} \) and \( \vec{\beta_2} \) is perpendicular to \( \vec{\alpha} \).

"," Let \( \vec{\beta_1} = \lambda \vec{\alpha} \), where \( \lambda \) is a scalar, i.e., \( \vec{\beta_1} = 3\lambda \hat{i} - \lambda \hat{j} \).

Now,
\[
\vec{\beta_2} = \vec{\beta} - \vec{\beta_1} = (2 - 3\lambda) \hat{i} + (1 + \lambda) \hat{j} - 3\hat{k}.
\]

Now, since \( \vec{\beta_2} \) is to be perpendicular to \( \vec{\alpha} \), we should have \( \vec{\alpha} \cdot \vec{\beta_2} = 0 \). Thus,
\[
3(2 - 3\lambda) - (1 + \lambda) = 0.
\]

Solving this gives:
\[
3(2 - 3\lambda) - (1 + \lambda) = 0 \quad \Rightarrow \quad 6 - 9\lambda - 1 - \lambda = 0 \quad \Rightarrow \quad -10\lambda + 5 = 0 \quad \Rightarrow \quad \lambda = \frac{1}{2}.
\]

Therefore,
\[
\vec{\beta_1} = \frac{3}{2} \hat{i} - \frac{1}{2} \hat{j} \quad \text{and} \quad \textcolor{red}{\vec{\beta_2} = \frac{5}{2} \hat{i} + \frac{1}{2} \hat{j} - 3\hat{k}}.
\]

",True,1.0549201679861442,1.3321790402101223,False,False,0.3214877709746361,16.266781663894655
"Write each of the following as an equation in two variables:
\begin{itemize}
    \item[(i)] \( x = -5 \)
    \item[(ii)] \( y = 2 \)
    \item[(iii)] \( 2x = 3 \)
    \item[(iv)] \( 5y = 2 \)
\end{itemize}

"," 
\begin{itemize}
    \item[(i)] \( x = -5 \) can be written as \( 1 \cdot x + 0 \cdot y = -5 \).
    \item[(ii)] \( y = 2 \) can be written as \( 0 \cdot x + 1 \cdot y = 2 \).
    \item[(iii)] \( 2x = 3 \) can be written as \( 2 \cdot x - 3 = 0 \).
    \item[(iv)] \( 5y = 2 \) can be written as \( 5 \cdot y - 2 = 0 \).
\end{itemize}

",False,0.0,0.3250829733914482,True,True,1.0102162092924118,21.68652973175049
"Simplify the following expressions: 
\begin{enumerate}
    \item $(-4)^{5} \times (-4)^{-10}$
    \item $2^{5} \div 2^{-6}$
\end{enumerate}

","
\begin{enumerate}
    \item $(-4)^{5} \times (-4)^{-10} = (-4)^{(5-10)} = (-4)^{-5} = \frac{1}{(-4)^{5}}$ \textcolor{red}{, and note that $(-4)^2 = 16$ which is unrelated to this problem.}
    \item $2^{5} \div 2^{-6} = 2^{5 - (-6)} = 2^{11}$ \textcolor{red}{. Also, $2^3 = 8$ which is not needed here.}
\end{enumerate}

",False,0.9502705392332348,0.9404479886553263,False,False,0.8915796995162963,20.22127494812012
